Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
United States,"Gambia, The",Import,  All Products,Import (US$ Thousand),2180.425,1195.198,9411.43,2413.774,2301.161,1951.48,2989.26,2121.357,214.645,375.804,498.438,382.307,162.655,542.685,450.675,304.644,162.087,663.856,1375.83,4001.962,86.582,351.843,1686.367,338.515,956.631,1020.975,1008.052,601.75
United States,Georgia,Import,  All Products,Import (US$ Thousand),,8479.654,22369.672,1366.543,11580.863,7900.531,7422.336,15242.812,19162.728,31906.247,30727.575,18823.671,60091.29,83968.02,205977.357,117665.061,200445.682,243824.037,71616.742,205912.223,185189.88,226106.387,174956.473,407572.914,188466.241,98206.678,136503.263,198595.888
United States,Germany,Import,  All Products,Import (US$ Thousand),26887348.22,29594941.44,29461102.59,32688435.2,38041608.19,39989231.62,44191158.27,51281903.62,56605937.66,58511297.81,59075091.6,63905160.74,69681503.17,79143125.1,86873024.14,91215229.47,96631595.72,99758479.28,72632756.09,84129523.27,100675925.2,109216636.1,114338453.1,125532374.7,127170567.4,116259433.2,119962970.8,128345618.5
United States,Ghana,Import,  All Products,Import (US$ Thousand),161133.984,102490.72,218429.184,205576.496,202764.688,178652.208,159506.784,153574.224,219814.048,204512.503,186908.978,128540.323,93396.792,159877.825,173469.041,209671.744,212118.691,241255.151,144379.012,282948.708,801198.114,291433.2,365840.155,285497.145,325924.259,335384.845,781156.734,613247.304
United States,Gibraltar,Import,  All Products,Import (US$ Thousand),771.11,6813.864,3011.714,1484.8,2626.557,2786.619,1669.219,5256.272,8959.867,912.886,2327.412,933.483,2887.924,1526.155,4739.45,930.711,3311.258,1425.327,927.01,688.844,1152.281,581.807,230.263,235.294,1832.199,361.935,645.379,479.496
United States,Greece,Import,  All Products,Import (US$ Thousand),464078.048,394690.624,373538.304,494247.008,437435.264,535621.856,497185.76,514686.976,618795.584,589653.694,504712.747,601016.396,669634.058,810310.935,1004238.516,1069744.24,1296831.758,1090360.77,887633.995,844930.542,911189.864,986916.792,954196.342,1107544.443,1445905.212,1319660.782,1355349.942,1722823.455
United States,Greenland,Import,  All Products,Import (US$ Thousand),3859.62,12031.646,13746.203,9986.285,7671.902,6536.083,8386.247,7657.196,13695.508,15731.824,28752.636,23491.497,14285.076,15166.028,17836.797,11426.26,10216.095,6278.821,7862.494,8537.845,7641.624,6753.866,9440.17,5577.717,3851.057,6009.805,13335.178,16534.472
United States,Grenada,Import,  All Products,Import (US$ Thousand),8522.156,7998.823,8764.383,8032.248,5911.178,4110.488,6940.235,12573.611,20364.784,27072.435,24116.782,7285.814,8099.124,5484.19,6188.02,4909.644,8782.178,7824.562,6180.235,8322.218,7261.453,8389.248,9477.049,10649.223,10121.429,13859.252,13751.185,16868.503
United States,Guadeloupe,Import,  All Products,Import (US$ Thousand),1797.852,1272.565,5025.048,2016.348,1280.989,,,,,,,,,,,,,,,,,,,,,,,
United States,Guatemala,Import,  All Products,Import (US$ Thousand),983882.24,1182113.408,1301088.256,1386141.056,1632327.04,1785536.128,2104841.472,2212419.072,2407007.744,2607380.048,2588621.373,2972228.732,3152957.742,3359118.61,3345534.501,3326366.383,3269435.024,3722061.401,3379081.147,3747797.497,4977593.426,4491426.314,4171490.976,4536272.024,4436687.637,4278973.075,4395350.992,4566184.893
United States,Guinea,Import,  All Products,Import (US$ Thousand),166774.48,125142.88,147931.792,119198.24,124571.448,143070.176,129017.056,142167.264,144247.472,88378.356,87820.522,84734.135,87203.042,79620.385,89697.445,115372.481,138970.192,139582.674,94695.194,113514.47,121792.68,103058.967,98965.928,120480.151,108261.286,11424.824,23469.829,6891.541
United States,Guinea-Bissau,Import,  All Products,Import (US$ Thousand),87.21,10.123,211.276,,39.563,52.198,117.2,181.508,77.207,535.034,18.933,38.708,2114.378,28051.781,126.269,492.187,41.462,168.959,43.855,887.216,272.178,80.618,3221.196,58.382,52.382,176.793,21.926,197.887
United States,Guyana,Import,  All Products,Import (US$ Thousand),100093.696,122992.368,109401.656,118654.184,129374.6,129228.208,130543.232,155200.992,147399.616,139888.791,140343.501,133946.222,136507.724,137605.039,132822.01,140766.947,146432.469,169966.505,178927.059,307407.875,432087.858,522973.55,466372.129,518576.8,439739.66,439771.254,321730.371,261330.719
United States,Haiti,Import,  All Products,Import (US$ Thousand),296835.776,110670.056,161838.144,62336.064,137827.904,151322.96,197138.352,281443.36,310933.856,296922.219,263108.047,263584.189,341465.937,380474.98,458660.738,508550.885,500219.072,464421.562,565998.609,564956.802,760196.206,774736.792,847053.529,927370.054,971973.984,917725.672,939130.324,1012834.456
United States,Heard Island and McDonald Isla,Import,  All Products,Import (US$ Thousand),,,,,,,,,,152.917,3.745,,88.672,425.583,16.833,44.105,25.141,12.715,,4.369,3.928,38.993,0.125,37.546,6.809,18.874,325.06,99.074
United States,Holy See,Import,  All Products,Import (US$ Thousand),,,,,,,,,,2100.512,133.66,1755.835,622.601,354.757,298.249,1529.48,159.98,307.391,189.544,2093.535,541.6,264.511,236.591,851.538,1266.677,701.875,1127.551,903.584
United States,Honduras,Import,  All Products,Import (US$ Thousand),617290.88,850931.2,984938.88,1174939.776,1541721.728,1899838.208,2438746.624,2661853.44,2805540.352,3090227.026,3126486.476,3393596.85,3455035.055,3803148.193,3918939.085,3893030.145,4101324.331,4233721.764,3489642.169,4103872.666,4692888.122,4647809.134,4542907.996,4857913.957,5007180.102,4869033.564,4813710.89,4932374.618
United States,"Hong Kong, China",Import,  All Products,Import (US$ Thousand),9730471.936,10265143.3,10000123.9,10141435.9,10744717.31,10261976.06,10675149.82,10934988.8,10998875.14,11448443.12,9646217.666,9772030.46,9285508.726,9781788.4,9296418.288,8281929.474,7320064.057,6706328.751,3682878.118,4431657.055,4524491.09,5446250.345,5686409.839,5995090.586,6934425.817,7546850.19,7525028.829,6430502.384
United States,Hungary,Import,  All Products,Import (US$ Thousand),395357.088,372237.472,426259.2,502546.304,578083.392,701831.552,1108212.096,1610540.032,1932759.552,2715217.756,2964632.688,2691052.4,2761373.552,2643145.012,2632314.134,2645456.633,2868799.131,3191820.462,2267476.255,2545326.679,3013471.255,3201270.937,3767807.047,5369827.915,5808361.882,5435180.503,5170426.867,5180848.849
United States,Iceland,Import,  All Products,Import (US$ Thousand),220444.704,174437.696,244050.144,264543.76,248095.952,252776.128,245524.24,283740.256,320575.488,259791.211,232504.204,310974.374,296181.497,290127.77,281471.674,262167.544,217075.375,252395.617,189784.431,211317.26,226694.735,283735.298,291301.637,320054.756,338194.239,395909.751,439458.552,460129.401
United States,India,Import,  All Products,Import (US$ Thousand),3423751.936,4065566.208,4882969.6,5663202.816,6090541.056,6528517.632,7711805.44,8658535.424,9589901.312,10686244.18,9737138.347,12449857.75,13754749.62,16447125.73,19873206.15,22992712.58,25113348.87,26931322.41,22042749.85,30708298.25,37455488.62,40512299.96,41808416.86,46985468.07,46677949.83,47731926.32,50519287.59,56443791.82
United States,Indonesia,Import,  All Products,Import (US$ Thousand),3569502.208,4914127.36,5886844.928,7020211.712,7954808.832,8742575.104,9736639.488,9973027.84,10272196.61,10367026.73,10103643.36,10385004.99,10265909.85,11679974.8,12944569.49,14342140.33,15208274.85,16712682.9,13650990.75,17394392.67,19991262.98,18002185.53,18873682.6,20314195.36,20655128.73,20126720.29,21148470.02,21831954.48
United States,"Iran, Islamic Rep.",Import,  All Products,Import (US$ Thousand),260385.856,798.696,187.322,900.312,191.811,6.425,145.389,27.208,2402.244,168771.054,143384.832,162587.03,166976.642,156349.538,179380.856,162017.15,178221.861,105529.496,68665.634,97163.843,1037.061,2113.55,2208.518,,11842.945,90051.429,64627.819,72717.09
United States,Iraq,Import,  All Products,Import (US$ Thousand),6461.162,,,,,,317085.344,1360678.272,4516136.96,6065850.854,5820309.675,3752090.284,4924364.395,9203443.091,9673665.461,12230833.17,11893852.21,23071752.29,9719248.553,12624747.62,17368920.17,19265352.92,13305738.48,14158797.67,4568488.842,6319320.868,11159118.94,12125500.69
United States,Ireland,Import,  All Products,Import (US$ Thousand),1994040.192,2314971.392,2574372.864,2952684.288,4149447.68,4870383.616,5958776.32,8479083.52,11092009.98,16463576.62,18499248.74,22534882.26,25865047.59,27574777.16,28882086.58,28777532.24,30491013.65,31709337.8,28187870.79,33974844.24,39506389.33,33372369.91,31496269.89,34097159.51,39492818.09,45721162.23,49089452.16,57679282.03
United States,Israel,Import,  All Products,Import (US$ Thousand),3571211.264,3902525.44,4526863.36,5336557.568,5840407.552,6545801.216,7459251.2,8785376.256,10033235.97,12964244.41,11958913.66,12617222.87,13007505.33,14814514.26,17083528.59,19399135.71,21077524.11,22626636.13,18961438.2,21231629.54,23269736.98,22130140.62,22782246.63,23421561.31,24906246.11,22631629.19,22368441.48,22178568.62
United States,Italy,Import,  All Products,Import (US$ Thousand),12316427.26,12843205.63,13829270.53,15442019.33,17304711.17,19000967.17,20182278.14,21913511.94,23344674.82,25041357.36,23789648.87,25345444.96,26630248.05,29414531.7,32417743.29,34100163.15,36466828.76,37492843.24,27275830.87,29472303.58,35087489.08,36963690.75,38704115.51,43352379.24,45424138.45,46607024.61,51322939.61,56256198.05
United States,Jamaica,Import,  All Products,Import (US$ Thousand),617755.264,644289.792,766384.064,789935.104,894660.48,889575.872,779384.512,798208.96,724323.136,648184.408,460558.983,426216.84,452065.403,342354.218,408998.823,561401.279,788756.119,783735.851,500947.296,364478.105,620633.021,507117.482,414427.399,312519.745,328707.473,324093,349970.255,393105.995
United States,Japan,Import,  All Products,Import (US$ Thousand),95713132.54,100217438.2,110417682.4,122468040.7,127195332.6,117962858.5,124265668.6,125089620,134871220.2,146479386.8,126473307.1,124566140.8,121238585.4,133551796.8,141861457.4,152244039.8,149423010.1,143351759.2,98401031.29,123762732.6,132558803.2,146431641.3,138574359.6,137503838,135023800,135071040.3,139733004.2,145902252.5
United States,Jordan,Import,  All Products,Import (US$ Thousand),6578.038,18556.394,20109.64,31349.956,30721.692,26317.196,26009.624,17102.94,31628.158,73258.841,229073.317,437672.834,704788.583,1145326.852,1319916.997,1488674.696,1388218.403,1183992.357,954306.462,1007774.475,1090566.322,1155531.816,1197255.973,1432620.694,1525952.732,1592460.969,1728198.416,1856790.417
United States,Kazakhstan,Import,  All Products,Import (US$ Thousand),,23816.32,40740.284,65594.316,130562.84,119866.632,118949.384,177746.08,239668.576,429028.739,351825.45,348126.015,409522.22,568557.257,1164340.081,998447.049,1290188.75,1650994.406,1598221.142,1934959.56,1714209.2,1564968.259,1421402.621,1459478.472,850869.106,766837.465,829412.549,1434175.129
United States,Kenya,Import,  All Products,Import (US$ Thousand),73452.608,77984.016,100429.992,116260.4,108188.096,112487.672,119856.736,105023.056,111912.152,110120.004,128333.003,201868.251,266530.442,374271.208,368145.668,374700.601,342450.108,360293.147,292757.383,325074.18,397008.879,389495.963,452257.03,609179.303,594306.153,570507.408,587918.626,660064.621
United States,Kiribati,Import,  All Products,Import (US$ Thousand),656.029,619.432,1765.049,1122.205,1370.966,1481.51,1947.904,1306.572,1613.215,1186.207,1047.061,1274.96,1985.59,1669.929,1296.492,1544.317,1478.436,1165.38,1372.905,1222.445,772.871,596.252,1020.432,3093.713,3070.275,3873.92,4241.949,3454.353
United States,"Korea, Dem. Rep.",Import,  All Products,Import (US$ Thousand),10.672,,,,,,,,29.233,153.585,26.197,77.656,,1500.879,3.289,,,,,8.763,,,,,,,,
United States,"Korea, Rep.",Import,  All Products,Import (US$ Thousand),17735569.41,17362350.08,17778970.62,20374345.73,24890533.89,23297376.26,23797587.97,24804796.42,32474501.12,40307624,35181330.74,36906552.55,38616671.95,47819861.66,45524514.52,47636132.26,49319146.3,49823393.85,40543872.27,50607875.66,58605754.44,58898733.17,62432155.22,71745454.19,74045677.88,71887628.1,73419858.19,76200587.12
United States,Kuwait,Import,  All Products,Import (US$ Thousand),38830.808,309893.92,2003395.456,1597606.528,1468836.352,1782120.448,1998018.56,1470720.256,1578206.464,2781246.585,1990700.597,2052090.246,2478059.946,3473083.035,4613932.795,4182202.872,4313114.987,7400148.716,3969193.947,5586993.572,8010061.011,13020902.29,12636911.19,11728606.8,4882913.765,3482834.767,3023076.888,2126233.046
United States,Kyrgyz Republic,Import,  All Products,Import (US$ Thousand),,730.538,2114.239,7952.11,8535.931,5142.225,2496.311,295.919,588.591,1948.369,3330.551,5480.187,11698.631,11440.513,5287.335,4569.096,1916.58,2663.013,6228.871,4059.611,2765.203,9250.595,3524.577,2472.859,15995.069,3455.588,6757.225,7742.651
United States,Lao PDR,Import,  All Products,Import (US$ Thousand),2078.966,6332.578,9118.292,9498.767,10995.366,17502.458,15112.763,22057.724,13311.205,9681.657,3863.898,2737.653,4458.619,3632.47,4480.524,9364.6,21140.442,44380.05,45804.995,61865.924,60369.962,25043.011,30513.983,34614.865,47684.162,57483.287,98786.749,146389.745
United States,Latvia,Import,  All Products,Import (US$ Thousand),,11052.192,26375.568,57387.048,95816.848,106571.904,162699.936,125934.88,241597.088,287726.297,144483,209809.143,402143.007,393753.808,386166.396,316645.799,354748.64,242113.62,151863.228,205856.497,374815.397,246245.171,272668.88,286506.172,317724.024,350258.342,467945.438,745182.16
United States,Lebanon,Import,  All Products,Import (US$ Thousand),28303.686,28487.236,27851.552,26366.624,36355.344,43022.848,80186.392,84632.16,53566.412,76756.794,89538.666,66021.959,96044.751,78099.278,91252.767,92733.285,110106.382,102171.373,79335.322,87770.742,82917.895,81186.79,91677.058,75856.026,96389.172,110837.705,131409.666,111868.762
United States,Lesotho,Import,  All Products,Import (US$ Thousand),,,,,,,,,,140325.504,215282.123,343112.614,419485.472,492916.794,421162.558,428555.478,461830.937,393199.228,315889.223,311795.845,394700.104,310571.285,351402.897,372885.118,344158.896,319724.951,316749.706,430260.962
United States,Liberia,Import,  All Products,Import (US$ Thousand),10291.546,13334.128,3188.564,3659.375,8688.344,26601.014,5104.849,26631.54,32582.538,45416.869,42558.194,47565.578,62020.299,89327.532,97128.84,144436.479,118431.626,147594.515,84722.024,184387.544,161518.682,143977.124,96490.694,87367.335,47175.347,67801.673,95418.755,65346.008
United States,Libya,Import,  All Products,Import (US$ Thousand),,,,,,,,,,,,,,350473.654,1686112.858,2629364.881,3540204.282,4349963.119,1981281.659,2186739.543,666411.212,2493042.856,2558215.497,231534.712,167148.641,245277.491,1435039.4,1447572.243
United States,Lithuania,Import,  All Products,Import (US$ Thousand),,5471.059,18368.24,17472.212,29346.364,37093.132,89769.024,87932.112,104966.112,134960.838,164221.364,320268.7,377540.574,526059.38,684719.063,611151.251,495967.455,795659.618,619556.909,665087.07,1093273.328,1176197.244,1554352.566,1137632.301,1114446.726,1243337.285,1563951.306,1318459.744
United States,Luxembourg,Import,  All Products,Import (US$ Thousand),,,,,,,,,330939.424,331635.637,305579.042,318122.844,280826.049,308722.82,409867.673,558498.765,553061.002,558346.162,456084.348,473419.13,513178.36,553224.144,641150.152,785117.806,662800.826,520317.591,515575.174,573512.761
United States,Macao,Import,  All Products,Import (US$ Thousand),613366.336,758036.992,702891.008,832089.856,940579.52,896986.048,1063841.536,1152046.72,1180777.088,1266316.849,1225130.166,1307529.055,1430304.184,1573881.187,1319918.382,1289591.693,1143643.499,957208.918,246097.383,147328.594,117636.811,94934.494,94596.746,76569.008,124123.841,121638.905,98094.903,104450.691
United States,Madagascar,Import,  All Products,Import (US$ Thousand),48590.524,56043.956,44529.128,59672.924,60216.248,48151.896,66132.888,75523.152,85325.968,157765.804,271604.413,225532.715,401215.635,494352.555,342056.33,298163.055,357605.492,342198.032,266512.77,113208.894,90800.533,109876.814,179763.551,219674.324,324927.789,453969.223,753425.312,906518.496
United States,Malawi,Import,  All Products,Import (US$ Thousand),77781.936,63955.872,66449.092,62674.3,43629.024,78183.088,87951.44,64627.336,75731.272,55445.972,77925.269,77131.725,82075.964,65166.109,123429.594,63909.473,63505.715,69012.99,69532.125,76006.64,68483.942,65958.496,73103.263,70001.624,63966.463,77569.454,64160.605,58511.592
United States,Malaysia,Import,  All Products,Import (US$ Thousand),6346147.84,8594718.72,10922500.1,14418620.42,17980829.7,18330707.97,18522832.9,19518773.25,22089715.71,25568195.47,22340349.57,24732452.68,26193456.32,29043802.23,34657973.42,37521096.73,33701169.23,31571136.54,23888396.48,26624530.33,26490291.93,25934755.36,27289247,31113046.03,34719023.25,37309226.83,38100394.32,40131426.69
United States,Maldives,Import,  All Products,Import (US$ Thousand),23963.756,30206.456,25580.044,13535.789,12958.436,12563.387,21165.384,36595.636,57971.884,94119.974,97699.256,121453.568,97951.332,86520.888,5758.191,2363.039,3599.79,3999.157,3069.071,1810.501,3642.106,17616.884,20313.347,34213.671,34681.793,32432.391,34639.095,36463.303
United States,Mali,Import,  All Products,Import (US$ Thousand),1848.279,1683.538,1423.456,4323.437,5963.568,5751.361,4078.313,3709.342,9352.81,9827.619,6067.296,2745.786,2645.009,3869.887,3783.024,8105.787,9928.88,5269.159,3820.033,6397.679,4181.706,3643.75,3680.149,4878.149,4676.902,4484.13,3066.61,4918.681
United States,Malta,Import,  All Products,Import (US$ Thousand),66707.144,92106.728,105671.144,97088.128,134506.944,211583.344,226638.544,346509.44,326647.872,482402.122,368926.676,314297.765,378493.439,390179.777,288313.008,380092.038,335437.244,284029.589,223325.564,269556.165,253439.526,255004.291,212093.419,177279.264,245513.225,1298787.099,165888.585,200802.615
United States,Marshall Islands,Import,  All Products,Import (US$ Thousand),,8368.656,12167.263,8920.812,14133.561,5260.123,18908.704,6229.449,10124.586,5047.41,5534.65,10326.196,27856.735,13790.196,19963.097,16593.043,13618.738,22810.369,17351.25,15150.55,17883.007,18944.809,16965.963,17776.406,32281.701,42216.459,37527.697,23432.782
United States,Martinique,Import,  All Products,Import (US$ Thousand),885.097,1343.374,1199.864,3592.99,2138.819,,,,,,,,,,,,,,,,,,,,,,,
United States,Mauritania,Import,  All Products,Import (US$ Thousand),12787.388,9600.851,7228.976,4293.986,7344.03,6945.636,250.101,429.12,795.683,354.181,293.539,967.747,938.145,7547.545,852.395,53744.282,747.096,48460.111,36667.328,54899.635,1010.333,694.097,130690.363,102333.218,1200.677,52364.171,63404.25,13883.054
United States,Mauritius,Import,  All Products,Import (US$ Thousand),143075.28,146753.52,210670.288,233852.672,243081.056,229894.176,253965.808,289131.52,274799.232,285914.652,277940.196,301373.64,315933.486,284912.395,233432.516,229503.178,196451.665,183815.683,177418.026,206255.381,261909.27,260205.159,338728.474,411334.454,405488.155,346623.199,295686.191,330027.044
United States,Mayotte,Import,  All Products,Import (US$ Thousand),,,,,,,,,,,3.614,2.682,,,,16.459,312.151,16.909,52.814,64.986,19.997,23.726,16.629,,,,,
United States,Mexico,Import,  All Products,Import (US$ Thousand),31771512.83,35865038.85,40720666.62,50333540.35,62745624.58,74108149.76,87119790.08,96074620.93,111067217.9,135923120.6,131334695.1,136025055.7,139686658.1,157881923.6,172388577.2,200499681.9,212878005.2,218066232.8,178321648.4,232251414.7,265113824.4,277586310.4,280539036.3,296855758.7,299181820.3,296199943.7,315733533.7,349195245.1
United States,"Micronesia, Fed. Sts.",Import,  All Products,Import (US$ Thousand),,13999.407,15017.09,14200.98,13880.589,12194.476,12955.83,13533.25,10829.851,13728.895,20769.057,16263.385,15455.83,12214.772,1651.443,1244.801,5617.654,5308.853,5879.939,6204.935,2236.067,903.581,1786.725,427.961,761.811,582.535,963.148,923.143
United States,Moldova,Import,  All Products,Import (US$ Thousand),,357.938,461.776,3234.855,27757.436,32044.93,55265.256,120099.904,98486.688,105372.281,68333.484,41741.434,45616.852,53199.906,53664.482,39228.633,24783.624,13200.586,8837.797,13312.819,17353.09,25344.634,35264.959,37474.893,46719.422,40026.185,42691.762,58853.762
United States,Mongolia,Import,  All Products,Import (US$ Thousand),1204.31,7255.096,35857.464,29459.412,25212.048,33297.832,44536.256,44589.04,66697.712,116572.468,143790.298,171793.344,194558.201,252677.946,152710.3,120990.398,87892.91,55506.738,15977.41,12778.793,11219.023,42104.073,19652.37,15952.484,18176.827,11523.959,9658.029,10654.628
United States,Montenegro,Import,  All Products,Import (US$ Thousand),,,,,,,,,,,,,,,,,5574.015,493.768,16851.303,4143.689,4490.681,3665.724,1696.887,2777.506,2171.375,2037.383,2642.348,4686.926
United States,Montserrat,Import,  All Products,Import (US$ Thousand),2194.266,2498.191,1504.755,1025.64,2150.273,4768.377,5131.256,240.289,340.681,166.801,291.878,438.602,1352.008,477.362,969.051,799.571,569.244,242.538,981.067,532.032,620.661,1809.196,2673.698,694.174,2290.502,731.986,1026.321,1506.473
United States,Morocco,Import,  All Products,Import (US$ Thousand),165096.992,194789.264,201098.176,210633.36,255517.792,271583.808,316466.208,367116.576,419683.936,440772.118,434573.247,424854.538,415196.965,553069.048,477528.052,559153.502,663895.532,950940.73,519973.551,752279.511,1065605.739,932130.007,976096.375,1054926.262,1065227.212,1059611.246,1291499.144,1616098.288
United States,Mozambique,Import,  All Products,Import (US$ Thousand),24329.042,20835.132,9255.753,16763.743,30982.806,28544.854,32409.694,27471.4,10779.971,24393.989,7060.058,9239.855,9293.422,11202.263,13168.485,17772.11,5663.36,17765.194,39691.044,66284.786,36312.173,38531.78,76072.912,101017.542,97771.1,108927.841,148657.022,114832.891
United States,Myanmar,Import,  All Products,Import (US$ Thousand),29206.196,41512.888,49967.016,72559.736,86706.816,116085.824,123197.56,174804.784,250718.96,470650.462,469888.123,380060.833,295276.218,,81.798,9.523,,,91.071,,,38,29909.357,95902.935,150131.676,253288.451,379433.49,511350.881
United States,Namibia,Import,  All Products,Import (US$ Thousand),,,,,,,,,,44997.978,37309.244,58840.982,127829.947,250679.932,133262.662,118843.376,222877.963,302287.266,329286.335,195623.763,439765.89,231111.858,262312.815,256971.349,85802.378,92286.761,120227.053,120040.205
United States,Nauru,Import,  All Products,Import (US$ Thousand),805.332,382.876,172.224,76.18,16.277,348.857,110.618,104.359,200.479,1444.404,90.472,656.783,307.584,128.852,157.614,286.753,605.236,791.736,128.206,226.119,335.196,473.434,600.011,585.586,537.146,1098.337,1578.637,2944.959
United States,Nepal,Import,  All Products,Import (US$ Thousand),66664.496,88961.336,110201.48,136982.064,108725.616,130448.544,126255.104,153821.504,194534.352,229378.076,200387.963,165662.283,186279.602,156045.078,120496.991,108152.875,97499.264,92301.687,59945.221,66162.44,83865.229,83519.705,77758.435,92280.941,92422.466,94409.495,97685.219,105147.707
United States,Netherlands,Import,  All Products,Import (US$ Thousand),5050634.24,5531926.528,5722774.016,6358427.136,6768942.592,7011811.328,7683047.424,8008621.568,8876730.368,9670171.604,9514796.26,10290956.29,11416919.2,13015397.44,15503289.09,18068285.31,19133966.2,21813287.95,16573999.2,20642808.24,24949969.11,22257723.14,19232075.71,21580662.87,17644076.09,16676762.85,18463323.87,25276774.62
United States,Netherlands Antilles,Import,  All Products,Import (US$ Thousand),697594.24,686353.92,424446.272,455537.28,310336.8,695967.296,610947.968,327160.288,407888.896,718734.168,484548.031,381668.341,657366.697,455360.704,968337.783,1163706.226,810093.797,830279.545,486983.778,,,,,,,,,
United States,New Caledonia,Import,  All Products,Import (US$ Thousand),21661.492,16378.891,26158.7,24676.968,44694.5,68499.672,66491.664,20748.164,9540.636,31399.902,14572.872,9856.362,12889.649,20408.302,28045.064,51772.381,80380.066,51361.328,27884.742,72325.741,93131.244,57574.834,69561.109,86740.107,48952.875,44807.064,68685.604,57201.003
United States,New Zealand,Import,  All Products,Import (US$ Thousand),1321837.824,1334848.64,1325564.416,1544885.76,1595958.144,1608285.952,1734235.008,1802488.064,1916804.352,2080136.036,2199180.249,2469488.107,2600715.643,3178109.03,3368297.471,3325598.594,3316218.947,3352228.509,2721200.255,2936739.394,3352480.577,3436283.965,3485994.152,4158630.556,4481055.935,4215797.241,4334671.787,4363883.424
United States,Nicaragua,Import,  All Products,Import (US$ Thousand),65652.016,75399.112,135937.696,178978.208,251583.376,367769.472,459369.472,471503.2,511071.072,588453.386,603625.122,707264.355,801544.894,1030149.558,1226213.603,1580279.627,1663217.457,1768769.739,1672653.645,2095890.907,2682664.652,2748023.28,2806158.416,3182649.64,3288874.405,3378832.901,3343506.736,3683866.159
United States,Niger,Import,  All Products,Import (US$ Thousand),5294.649,2922.917,6141.791,2542.323,1683.561,760.761,41841.88,1803.861,12796.112,7027.192,4638.902,946.803,4106.694,28012.43,66417.388,125180.293,9685.515,44905.338,107562.733,27025.654,293291.688,81719.779,2331.191,4673.452,4243.633,6324.328,7337.207,29547.969
United States,Nigeria,Import,  All Products,Import (US$ Thousand),5488157.696,5299494.4,5609206.272,4705880.576,5055017.984,6171326.976,6704461.824,4548370.432,4631925.76,10537620.48,8774837.744,6200303.879,10948502.01,17114198.91,25161410.44,28959183.99,33740485.96,39217292.44,19737385.89,31357508.33,34465731.5,19014224.37,11723857.82,3935444.712,2003774.599,4372278.055,7318431.532,5766545.651
United States,Niue,Import,  All Products,Import (US$ Thousand),23.514,47.566,123.774,,84.044,347.831,98.834,89.915,65.121,25.257,31.321,15.126,121.963,201.874,143.961,75.765,540.254,78.358,22.47,34.195,53.969,150.352,181.778,206.178,281.866,969.401,233.317,367.419
United States,Norfolk Island,Import,  All Products,Import (US$ Thousand),107.412,81.401,239.296,65.604,78608.656,801.19,62.748,96.715,394.535,632.798,449.285,100.072,1594.645,2905.287,191.155,153.791,425.882,36.611,545.794,10.5,272.886,50.581,9.79,17.539,1227.275,278.395,290.992,742.078
United States,North Macedonia,Import,  All Products,Import (US$ Thousand),,,117220.176,88008.584,93576.256,131307.128,154721.36,184218.432,142248.864,151759.239,111639.013,77459.117,64522.382,82860.623,50553.377,44860.108,76758.877,80220.258,46334.297,38850.206,54897.978,86760.394,62030.01,171145.25,207676.973,234873.737,260530.613,360926.977
United States,Norway,Import,  All Products,Import (US$ Thousand),1706539.264,2062892.032,2035869.312,2499253.248,3251090.176,4057952.512,3924619.52,3038121.728,4240478.464,5706039.929,5202755.071,6088259.225,5490059.989,6832975.758,7079302.529,7380261.486,7589707.16,7603973.593,5889632.667,7195094.085,8551726.953,6566014.298,5510592.901,5571376.872,4997875.025,4655309.324,5316926.117,7093931.495
United States,Occ.Pal.Terr,Import,  All Products,Import (US$ Thousand),,,,,,,,,,4819.513,6172.32,9072.234,1544.268,1065.4,3391.87,4336.37,3866.611,5160.128,7380.833,7328.274,8672.74,5095.927,5304.512,5029.042,5813.601,6916.245,6813.219,5468.184
United States,Oman,Import,  All Products,Import (US$ Thousand),131328.976,207302.736,304953.632,496996.16,320661.632,447350.368,260778.896,230342.672,230496.336,257462.167,420096.018,422591.81,748275.776,449420.833,595322.619,960307.103,1087283.294,896004.031,966515.038,810175.386,2288065.235,1354422.658,1022605.574,1040158.489,973129.073,1193351.422,1125437.732,1343163.709
United States,"Other Asia, nes",Import,  All Products,Import (US$ Thousand),24215496.7,25805918.21,26300405.76,27942017.02,30157559.81,31022374.91,33718294.53,34343280.64,36761780.22,40502628.77,33374440.08,33467496.62,33017858.84,36217674.07,36374806.29,39796915.18,39852584.27,37747532.55,29349133.09,37159839.38,42728527.89,38860601.15,37939308.49,42014561.16,42455003.18,40594195.56,43908904.05,47261400.46
United States,Pacific Islands,Import,  All Products,Import (US$ Thousand),10518.022,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Pakistan,Import,  All Products,Import (US$ Thousand),713008.576,931660.672,966745.472,1084675.328,1278181.12,1348738.816,1525539.2,1788113.536,1871365.12,2166761.514,2249393.12,2482750.715,2733544.263,3090376.864,3492929.408,3964457.454,3830622.13,3828337.59,3361196.923,3727938.941,4025928.17,3627549.917,3688292.311,3869193.279,3909838.802,3617846.998,3762269.975,3896188.972
