Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
United States,Palau,Import,  All Products,Import (US$ Thousand),,352.121,1231.862,3164.605,6268.643,9664.977,13759.839,14402.958,16883.944,13562.808,15425.811,16597.824,1836.838,198.953,788.924,992.817,665.579,1147.269,85.617,151.22,217.325,451.316,177.694,595.224,632.68,1320.267,650.892,1433.362
United States,Panama,Import,  All Products,Import (US$ Thousand),288595.968,272563.264,305685.632,354356.288,335433.952,388099.232,405689.952,330411.904,396173.472,307018.4,290668.945,321008.746,318859.055,335290.401,349471.312,404642.884,390974.074,401651.922,321990.552,402619.732,409989.68,538802.831,448745.053,447203.783,425410.884,426609.968,457852.076,437599.896
United States,Papua New Guinea,Import,  All Products,Import (US$ Thousand),37776.12,69473.136,106907.28,117831.28,53858.868,91242.92,69557.304,136441.296,154531.36,34486.139,39296.399,96584.152,70406.145,57428.372,62416.022,88340.211,114659.221,111866.752,107378.62,101337.812,145360.762,118008.125,129093.372,103152.55,93851.895,93909.041,126172.956,92945.865
United States,Paraguay,Import,  All Products,Import (US$ Thousand),46805.74,38293.804,53776.052,84532.024,60051.064,46507.496,44552.992,36232.272,43976.252,40908.27,32619.972,48191.008,60370.159,68534.933,61766.67,68209.304,79943.242,92604.241,63981.267,68839.139,118588.634,196931.657,276963.576,209657.386,173267.828,159048.61,133836.478,138263.415
United States,Peru,Import,  All Products,Import (US$ Thousand),820478.336,780713.344,800031.04,893217.216,1092284.672,1337090.048,1848215.68,2072630.016,2027670.784,1994936.003,1843761.346,2084524.112,2574355.864,3913533.243,5393502.244,6155107.712,5488613.985,6138066.992,4412193.636,5507905.667,6905853.718,6418267.585,8126563.226,6413467.323,5383031.539,6551437.683,7626656.967,8272403.89
United States,Philippines,Import,  All Products,Import (US$ Thousand),3706593.792,4622998.528,5175521.28,6025145.344,7364294.144,8496423.936,10797266.94,12334742.53,12836777.98,13934716.28,11325421.33,11425260.23,10494852.1,9573096.654,9696096.957,10136514.19,9812582.311,9099658.611,7060924.771,8300339.007,9481140.514,9580438.68,9268702.328,10495176.83,10614856.36,10373585.59,11958243.52,12939348.59
United States,Pitcairn,Import,  All Products,Import (US$ Thousand),396.759,48.796,27.739,138.464,27.969,978.942,49.184,313.151,22.405,368.09,202.173,133.353,494.458,708.149,1076.416,109.587,90.669,508.508,29.513,4.083,2.772,4.511,3.439,130.996,12.162,5.748,41.007,18.872
United States,Poland,Import,  All Products,Import (US$ Thousand),386323.008,399448.704,487727.296,703397.376,711094.208,668640.576,744932.928,833557.696,868144.064,1041114.268,952541.674,1179602.38,1417724.424,1944446.55,2076549.638,2376791.612,2350303.134,2723694.154,2143029.918,3105459.758,4530244.769,4621397.08,4885141.983,5340570.837,5848184.79,6142117.679,7338271.502,8288208.825
United States,Portugal,Import,  All Products,Import (US$ Thousand),734990.336,699446.208,830514.624,948780.416,1116627.84,1066751.872,1194043.904,1327289.856,1415800.576,1578508.159,1555374.303,1739223.863,2044758.486,2332877.626,2415187.911,3144623.882,3174914.215,2536178.939,1629320.674,2225064.682,2671205.511,2609547.413,2831102.331,3323709.418,3398019.475,3333835.552,3654251.187,4029867.528
United States,Qatar,Import,  All Products,Import (US$ Thousand),32030.488,75895.992,72330.816,86509.28,98452.04,163195.088,167940.848,237520.928,298887.616,485571.695,502153.88,536102.384,372660.457,429865.081,490560.794,284307.737,518255.087,520336.844,535933.589,489968.813,1239681.602,1011454.913,1300913.475,1779410.121,1385211.387,1188793.804,1236799.382,1619379.456
United States,Reunion,Import,  All Products,Import (US$ Thousand),1210.202,153.251,32.073,951.826,362.557,,,,,,,,,,,,,,,,,,,,,,,
United States,Romania,Import,  All Products,Import (US$ Thousand),77113.488,95010.344,76211.224,211519.76,240708.896,267887.728,428624.576,420189.024,465321.984,472772.973,519854.725,744561.236,785228.801,919610.597,1310161.568,1194012.556,1124729.926,1172750.223,772235.257,1056588.419,1498106.393,1620352.983,1716149.362,2189345.278,2242755.525,2037824.344,2274736.354,2698568.945
United States,Russian Federation,Import,  All Products,Import (US$ Thousand),,709317.696,1844564.864,3432691.968,4269193.984,3744550.4,4523088.384,6008276.48,6016724.992,7658130.131,6264072.874,7207030,9106464.838,12618720.47,16177975.81,20730747.65,20219112.56,27931764.91,18993424.4,26538543.32,35557789.98,29364243.18,27085388.01,24465063.19,17162435.18,15292228.49,17777151.21,21595991.66
United States,Rwanda,Import,  All Products,Import (US$ Thousand),7629.749,5144.27,4185.323,1684.948,1958.477,9151.019,4021.308,4105.243,3825.648,5063.592,7220.871,3338.734,2848.848,5801.133,6699.594,9312.292,13169.054,14275.695,19783.997,22159.385,32159.061,33265.417,24413.898,41723.075,46853.298,26508.066,44346.401,68383.881
United States,Saint Helena,Import,  All Products,Import (US$ Thousand),369.846,304.889,827.624,35.211,42.254,2433.983,1026.597,230.004,257.556,3270.042,3312.587,4162.424,5740.519,4984.163,3352.675,1606.396,5409.402,10371.786,6231.825,7327.651,8578.136,6572.581,7804.252,9166.439,15489.006,15680.722,13556.309,14233.839
United States,Saint Maarten (Dutch part),Import,  All Products,Import (US$ Thousand),,,,,,,,,,,,,,,,,,,,,23954.513,54968.225,60003.951,49884.967,52338.555,92972.187,71413.129,96156.844
United States,Saint Pierre and Miquelon,Import,  All Products,Import (US$ Thousand),6480.45,1858.247,9.438,424.893,3537.023,478.532,2115.058,4998.699,5015.101,6097.056,3446.075,3707.219,2698.341,1468.567,1096.604,1164.466,1589.579,1048.144,798.228,1855.865,210.655,2.878,56.971,5.621,188.251,155.335,290.495,15.552
United States,Samoa,Import,  All Products,Import (US$ Thousand),1237.233,818.507,1323.9,282.01,596.334,1153.493,4498.305,9143.874,7245.378,5497.441,7257.394,7915.804,5420.164,5942.436,8949.311,4984.635,6152.841,5124.856,5238.501,3777.705,3332.344,2389.292,4493.443,5815.769,4678.675,5797.258,5461.027,7464.684
United States,San Marino,Import,  All Products,Import (US$ Thousand),,,,,,,,,,7361.241,2487.269,1402.063,10050.084,1729.568,1452.517,3185.034,1549.951,856.04,707.961,4495.964,5620.069,4883.684,6123.053,7732.337,9983.805,6415.759,5076.284,12142.26
United States,Sao Tome and Principe,Import,  All Products,Import (US$ Thousand),0.962,407.378,612.286,120.725,153.09,463.264,225.675,682.526,2869.503,513.147,307.599,431.964,101.994,91.46,223.453,214.319,417.442,159.129,227.021,330.476,1000.094,553.482,253.002,1011.218,807.989,485.701,932.948,747.283
United States,Saudi Arabia,Import,  All Products,Import (US$ Thousand),12071330.82,11285703.68,8431507.968,8306796.544,8897839.104,9442676.736,10135068.67,7168647.68,8903012.352,14364708.95,13272217.25,13898557.61,19524636.1,22540465.99,28927673.12,33086758.51,37164681.64,57005380.62,23243140.46,32643466.13,48760012.83,55666873.29,51806539.09,48352775.58,23357522.36,18009018.9,19616080.03,24615651.68
United States,Senegal,Import,  All Products,Import (US$ Thousand),11461.332,11475.498,8407.031,12763.526,7348.727,5982.878,7325.629,5647.262,9677.862,4230.914,103802.537,3871.852,4842.054,3274.728,4045.087,22161.887,21244.201,18797.885,7508.474,5486.607,7228.206,16771.627,16981.303,26458.432,74961.401,56374.881,75451.86,132010.594
United States,"Serbia, FR(Serbia/Montenegro)",Import,  All Products,Import (US$ Thousand),,333517.696,1.614,,,8911.756,11214.908,13588.241,4786.196,2218.753,6052.284,10290.951,16006.957,97452.384,59931.128,72148.945,60778.921,74198.505,64573.001,168204.988,138210.326,145806.801,524903.458,285282.464,282414.441,322291.145,307482.456,340853.277
United States,Seychelles,Import,  All Products,Import (US$ Thousand),919.139,1110.16,4558.834,2869.675,2486.991,2887.746,2488.387,2273.841,5241.917,8097.349,23700.765,27381.018,13878.59,6078.867,5998.702,10276.833,10469.171,5460.824,6470.106,6596.466,6410.603,4645.786,5761.388,4229.063,6053.444,6390.37,14140.069,8447.648
United States,Sierra Leone,Import,  All Products,Import (US$ Thousand),51459.964,64635.364,52179.84,54815.708,29340.424,22843.44,18508.392,12400.899,10873.273,3824.157,4597.988,4070.73,6726.672,11215.713,9831.201,43888.611,60221.091,57775.762,28510.111,29636.699,26933.885,17845.303,41548.402,29098.551,40008.061,30622.922,31569.629,57155.2
United States,Singapore,Import,  All Products,Import (US$ Thousand),10196031.49,11560068.1,13049151.49,15656267.78,18897160.19,20648251.39,20368087.04,18653945.86,18543298.56,19177986.35,14999798.57,15103564.43,15467564.23,15658391.21,15379366.04,18068465.96,18692293.12,16161164.31,15856691.05,17695832.49,19367940.32,20231817.38,17842838.5,16651709.41,18520356.63,18061581.09,19619466.27,26879137.28
United States,Slovak Republic,Import,  All Products,Import (US$ Thousand),,,69031.392,140526.4,137306.496,133566,175944.256,176660.08,178869.648,240847.831,237583.439,277205.868,1034271.35,1240041.167,993853.794,1386196.408,1603081.027,1334152.379,641243.962,1097166.836,1437884.198,1779491.79,1763493.888,2140321.425,2337894.024,2559298.758,3085364.223,4209469.254
United States,Slovenia,Import,  All Products,Import (US$ Thousand),,105143.472,243169.824,279737.408,303285.088,304595.232,288788.416,300240.608,288315.456,313271.481,285991.104,321567.212,500951.828,530064.739,431976.744,505802.846,507416.28,486541.833,400534.082,481733.69,563604.96,561619.541,574975.001,721569.977,701885.059,774355.517,784235.804,876735.745
United States,Solomon Islands,Import,  All Products,Import (US$ Thousand),261.488,1299.36,3723.795,1086.457,5107.159,2480.909,1226.666,3597.818,1268.016,478.005,2529.818,876.42,1324.039,3569.478,2251.598,2868.241,1624.955,1636.317,1017.714,1288.553,1576.923,1572.329,8841.794,9790.466,3926.882,2308.374,3622.92,4330.872
United States,Somalia,Import,  All Products,Import (US$ Thousand),2832.821,2489.625,224.032,189.514,109.784,163.179,348.891,627.027,174.991,459.809,270.529,356.111,191.144,709.957,379.856,338.808,186.259,189.921,243.492,78.748,193.681,306.257,371.236,196.46,902.166,1018.143,1008.852,1338.636
United States,South Africa,Import,  All Products,Import (US$ Thousand),1882340.608,1881625.344,1994671.616,2279313.664,2443611.648,2588195.84,2814647.04,3371994.624,3522609.152,4206808.75,4428372.94,4178679.037,4786683.62,6154240.999,6083067.761,7734756.293,9282117.2,10132738.46,5967517.804,8359458.232,9623790.266,8625720.96,8412352.645,8466309.968,7441353.516,6922227.71,7886161.136,8649734.976
United States,South Sudan,Import,  All Products,Import (US$ Thousand),,,,,,,,,,,,,,,,,,,,,,9.869,201.285,72.201,200.076,260.427,291.587,21.08
United States,Soviet Union,Import,  All Products,Import (US$ Thousand),900394.624,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Spain,Import,  All Products,Import (US$ Thousand),3029094.144,3185823.488,3204279.808,3809607.424,4160231.936,4563106.816,4910707.712,5111673.856,5406158.848,5713156.315,5197160.784,6118204.437,7109224.664,7805304.094,9125458.867,10401726.73,11074635.34,11572987.25,8190323.367,8905307.066,11461146.08,11766621.42,11667118.15,14901316,14679457.05,13964572.35,16278102.04,17808358.57
United States,Sri Lanka,Import,  All Products,Import (US$ Thousand),653786.368,857550.976,1076695.552,1172788.224,1343018.496,1476841.472,1711179.264,1856374.784,1857721.472,2001865.126,1984162.947,1923540.794,1926448.924,2079814.261,2214934.927,2282288.402,2178473.449,2070387.825,1667517.992,1832262.327,2182609.273,2257259.152,2451358.887,2800450.856,3029511.555,2905625.304,2978662.859,2799690.13
United States,St. Kitts and Nevis,Import,  All Products,Import (US$ Thousand),16320.959,23620.196,24564.356,22245.76,23477.714,23700.576,31135.072,32954.948,33750.488,36808.368,41095.572,49898.612,46162.104,43244.093,51892.657,52917.344,56477.337,56861.414,50649.604,52970.936,56699.103,56825.77,54301.053,57791.52,58493.307,50691.878,49263.947,53851.941
United States,St. Lucia,Import,  All Products,Import (US$ Thousand),23174.16,29929.112,33123.512,27846.176,36453.604,23111.572,35183.128,23004.066,28673.736,22260.823,28911.04,20268.573,13670.244,14838.681,33536.076,32353.902,35736.665,27318.869,18959.665,18872.769,19263.378,15187.839,16535.511,19375.634,30376.863,15003.923,39437.153,26665.088
United States,St. Vincent and the Grenadines,Import,  All Products,Import (US$ Thousand),7611.559,4671.02,5077.292,5628.493,8038.068,6926.392,4485.091,4896.351,8338.777,8858.366,22493.227,16657.774,4196.561,4217.836,15787.043,2112.154,1390.105,1016.03,1284.022,1940.944,2094.978,2330.278,2888.473,1477.394,1850.258,3301.336,5265.381,5603.372
United States,Sudan,Import,  All Products,Import (US$ Thousand),,,,,,,,,,,,,,,,,,,,,,6524.197,10368.547,12913.923,9565.339,15406.249,13934.741,16578.293
United States,Suriname,Import,  All Products,Import (US$ Thousand),55709.864,49733.932,61418.552,46019.908,104817.248,101618.72,96661.952,112895.936,129775.712,135210.091,142917.846,139364.188,147762.872,147599.547,171203.136,171736.295,136418.728,133500.814,148284.329,208399.454,346462.691,288524.031,303122.465,477625.156,157437.906,71202.984,72502.455,92344.886
United States,Sweden,Import,  All Products,Import (US$ Thousand),4679521.28,4876892.672,4689979.904,5243107.84,6467295.232,7375387.648,7532536.32,8072619.52,8344374.784,9597054.938,8908418.729,9480480.862,11445355.58,13094202.22,14220363.36,14229885.19,13400941.82,12836537.46,8405690.596,10791023.49,11810806.24,10221636.09,9173747.665,10545070.07,10132840.41,9957139.123,11127382.73,12018644.05
United States,Switzerland,Import,  All Products,Import (US$ Thousand),5688720.384,5769555.968,6184039.936,6604440.576,7878322.688,8023413.76,8644885.504,9127678.976,10056481.79,10427701.18,9885216.631,9773999.463,11089770.31,12069617.1,13466003.17,14746691.13,15256360.2,18247547.9,16282605.58,19504924.92,24815127.84,25946595.07,28514353.87,31759080.66,31970254.25,36834114.61,36508694.2,41674775.29
United States,Syrian Arab Republic,Import,  All Products,Import (US$ Thousand),27112.04,45791.64,144722.496,71963.44,65039.984,16186.051,29933.152,47637.168,100897.056,158499.264,158479.772,173562.038,268011.785,296953.524,351366.739,229538.425,119267.549,373993.359,320596.371,445240.5,407713.681,19456.989,19213.37,12740.01,6909.806,7155.659,7459.504,6245.011
United States,Tajikistan,Import,  All Products,Import (US$ Thousand),,1788.497,18661.42,61775.864,42137.496,34436.544,8760.31,33211.832,23554.952,8960.883,5218.896,1274.517,7701.088,7558.714,248844.114,62173.689,323.086,8400.429,9017.976,1524.882,12541.788,26838.677,671.817,3646.436,34159.419,824.425,965.729,749.042
United States,Tanzania,Import,  All Products,Import (US$ Thousand),15958.916,12006.537,12817.372,16432.345,24059.56,20169.046,28189.752,33456.992,37359.464,32201.304,27863.208,26567.491,26212.809,25933.698,35462.175,36128.721,47762.65,57607.675,51179.304,44054.712,60724.152,114862.791,70326.213,88638.647,108299.68,151572.297,127201.541,99398.433
United States,Thailand,Import,  All Products,Import (US$ Thousand),6447437.824,7926796.288,8982299.648,10799177.73,11854380.03,11798392.83,13055708.16,13970534.4,15155534.85,16385318.16,14727188.83,15676223.76,16104256.24,18647532.46,21032805.21,23684861.32,23792955.29,24608981.76,19863863.81,23624244.2,25751271.32,26066838.76,26168824.64,28026524.57,29627418.39,30464026.3,32219330.89,33026619.94
United States,Togo,Import,  All Products,Import (US$ Thousand),3155.884,7087.739,3907.371,4679.456,31589.528,5971.152,10593.103,2913.35,3542.425,5990.963,12582.819,3113.061,6103.007,1778.019,7229.201,3940.27,5684.398,12007.395,6966.78,9499.057,31746.014,51910.954,7716.653,9673.264,14806.789,11475.83,15327.427,13785.407
United States,Tokelau,Import,  All Products,Import (US$ Thousand),3604.033,1163.06,5880.171,4332.777,6513.815,3191.703,2669.024,3237.727,6064.675,5227.515,9989.682,2888.992,6814.41,4523.368,11339.116,5383.154,8579.749,5842.228,17158.569,3749.128,7051.512,5242.736,1621.208,826.718,2025.751,2113.645,2135.122,9877.64
United States,Tonga,Import,  All Products,Import (US$ Thousand),5342.056,4653.316,4704.817,6216.725,6739.405,4228.589,3456.929,6678.312,5602.31,4845.516,7658.158,11433.424,15074.302,6653.241,7001.532,9440.559,7552.68,5635.18,3848.49,2371.158,2206.253,2247.827,1719.744,3424.734,3439.482,4582.877,4665.596,3926.039
United States,Trinidad and Tobago,Import,  All Products,Import (US$ Thousand),930124.608,921618.048,872770.176,1199101.952,1054560.64,1105648.128,1227156.608,1071164.224,1424696.576,2228813.168,2380003.355,2667921.372,4722916.903,6251806.894,8354097.133,8822154.19,9341821.567,9471326.427,5623790.544,7012449.587,8506040.704,8158370.115,6493927.516,6291689.774,4585299.337,3164423.876,3530561.052,3874407.662
United States,Tunisia,Import,  All Products,Import (US$ Thousand),26790.638,51427.536,43438.544,58696.86,75918.992,81127.488,67084.696,64745.32,78241.424,93905.655,121648.011,98094.762,108721.703,224690.571,276890.303,524394.339,477827.448,672135.111,338169.079,417802.738,365341.057,737859.325,748896.173,537724.359,563431.984,403648.642,476486.676,668713.009
United States,Turkey,Import,  All Products,Import (US$ Thousand),1074483.584,1183419.136,1279987.456,1692906.24,1925585.152,1883040.768,2244725.76,2677335.296,2761608.448,3041421.261,3054742.882,3761181.964,4062445.025,5320295.002,5591132.321,5774354.218,4897056.628,4949657.147,3856853.638,4424450.122,5464067.068,6293647.32,6668783.359,7763894.847,8353762.477,8493585.558,9877101.059,10897623.96
United States,Turkmenistan,Import,  All Products,Import (US$ Thousand),,1405.456,2181.264,1836.549,1290.989,531.795,2314.729,2976.625,9072.53,27977.185,45475.747,63371.906,81415.813,86573.264,145663.285,81233.857,234284.496,148800.688,96576.051,50723.796,45124.246,90367.265,31114.952,21229.847,59196.864,18926.75,14683.719,11987.36
United States,Turks and Caicos Isl.,Import,  All Products,Import (US$ Thousand),4309.018,6167.703,4299.219,4589.753,5217.941,5341.173,5466.853,4872.804,6509.794,5943.675,8104.233,5258.825,6387.862,7559.746,9615.794,12221.099,13203.265,10498.095,10932.847,12245.163,9770.365,9470.333,10557.772,8654.666,15035.748,12676.528,8731.329,9487.226
United States,Tuvalu,Import,  All Products,Import (US$ Thousand),1.889,13.018,4.95,1.687,,3.035,,2.076,,5.547,,,7.386,46.488,60.458,23.745,32.817,94.834,93.817,23.059,2.4,40.005,25.67,79.199,242.398,50.312,192.323,73.253
United States,Uganda,Import,  All Products,Import (US$ Thousand),20255.996,13573.212,11113.069,36161.912,13748.843,17068.56,39344.924,15979.017,22108.288,29064.087,17721.223,17263.766,38285.444,29692.407,28686.341,24051.692,28170.125,54256.456,32723.533,60458.753,48450.437,34478.933,47086.632,48084.403,66576.686,53966.22,81604.761,71509.075
United States,Ukraine,Import,  All Products,Import (US$ Thousand),,108945.296,201327.456,376115.584,471725.312,575070.016,469746.88,584790.144,586112.64,872184.184,673583.289,398886.623,288818.523,870124.732,1219912.529,1764652.168,1319425.349,2490510.472,513843.472,1130035.863,1528024.894,1349665.542,1036255.271,973143.116,896400.36,609292.106,1074163.194,1425675.43
United States,United Arab Emirates,Import,  All Products,Import (US$ Thousand),768584.64,871905.28,774454.976,479041.408,485532.704,537857.472,964423.68,707870.208,756008.896,971334.842,1194220.425,983856.993,1212055.141,1215401.457,1539848.018,1447037.067,1394073.643,1347550.414,1565393.403,1196290.525,2508100.235,2252945.931,2293086.998,2939275.627,2595032.388,3556522.763,4474244.965,5226656.092
United States,United Kingdom,Import,  All Products,Import (US$ Thousand),18920294.4,20666298.37,22361792.51,25817688.06,27663755.26,29669191.68,33475502.08,35678547.97,40138211.33,43333410.39,41348914.66,41685151.61,43870286.25,47532915.63,52337822.48,54612972.22,58070295.57,59740052.57,48249946.91,50674817.7,52149820.17,54963670.85,52749213.89,55316558.84,58887110.55,55147156.29,54171521.57,61748826.09
United States,Unspecified,Import,  All Products,Import (US$ Thousand),1229.33,409.318,452.946,504.329,787.335,992.549,462,647.425,4517.031,,,,,,,,,,,,,,,,,,,
United States,Uruguay,Import,  All Products,Import (US$ Thousand),251172.32,280474.208,263341.36,179269.024,178133.872,224285.072,240080.368,265507.968,208926.96,313000.799,227720.904,202866.977,269869.199,622069.585,784617.515,547359.456,523513.654,259187.293,254364.867,248573.857,304161.791,357532.717,423082.838,477024.64,629039.456,557707.828,607828.47,532402.021
United States,Uzbekistan,Import,  All Products,Import (US$ Thousand),,768.776,7401.785,2831.701,19284.944,165357.872,40342.436,34761.5,27009.606,41168.073,53522.142,81385.792,87438.569,89950.568,97512.535,153296.528,165669.735,292988.736,89854.382,68778.729,51483.193,25939.962,26586.261,15085.43,10192.763,31077.997,14853.03,19016.857
United States,Vanuatu,Import,  All Products,Import (US$ Thousand),1827.615,5383.994,3969.18,3851.163,185.065,634.162,2347.662,5158.413,2310.555,555.454,787.192,2867.232,955.5,2078.652,2782.164,2444.125,1069.589,1456.906,1968.761,1814.864,2452.481,2596.805,4192.881,7865.336,4044.044,5943.496,5779.99,7449.39
United States,Venezuela,Import,  All Products,Import (US$ Thousand),8724523.008,8636471.296,8707309.568,8989436.928,10427901.95,13718865.92,14389399.55,10072806.4,11950013.44,18623174.35,15250267.48,15813270.18,18065799.04,26274102.13,35306345.15,38386162.1,41010703.54,52610099.83,28780266.84,33313828.32,43865920.83,38723631.62,31997363.53,30863480.75,16223281.26,11444169.41,12750539.11,13515294.76
United States,Vietnam,Import,  All Products,Import (US$ Thousand),,7.993,,54614.672,210019.376,341684.512,412600.544,596040.768,654818.432,821430.464,1052858.983,2584729.536,4909551.803,5726298.654,7207120.752,9265019.927,11425322.91,13853633.48,13038309.11,15888133.95,18456988.14,20267676.97,24654014.02,32011177.84,39692685.56,43747875.47,48421110.34,51277489.49
United States,Wallis and Futura Isl.,Import,  All Products,Import (US$ Thousand),,13.556,4.376,,44.018,,,,34.964,,2.537,,8.868,1.439,26.295,47.978,34.897,4.124,34.651,18.22,6.241,0.019,296.015,32.589,96.253,525.163,61.776,20.498
United States,Western Sahara,Import,  All Products,Import (US$ Thousand),,336.089,14.5,1394.028,,9.38,17.522,18.602,30.184,,,20.16,3.037,,,,52.424,4.316,,0.019,17.909,114.438,710.261,126.893,53.491,88.651,18.679,94.416
United States,Yemen,Import,  All Products,Import (US$ Thousand),165702.32,46250.44,110348.416,199272.784,44402.016,30916.428,18201.832,43202.756,20006.644,255615.679,202371.731,258243.001,72066.986,66682.995,302832.999,479415.491,313078.978,8566.131,7598.72,205626.853,615969.651,87107.413,65593.85,41714.143,48977.918,2443.84,10349.024,2229.716
United States,"Yugoslavia,FR(Serbia/Montenegr",Import,  All Products,Import (US$ Thousand),720213.696,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,Zambia,Import,  All Products,Import (US$ Thousand),42911.6,70912.776,41308.464,64288.952,33278.828,64980.112,56766.416,47949.12,38075.476,17726.954,15584.31,8161.322,12858.036,32854.8,31918.678,28663.902,49142.363,51819.011,8672.086,29755.175,47545.602,63020.002,37700.326,56051.624,48580.609,47108.431,68322.688,190841.843
United States,Zimbabwe,Import,  All Products,Import (US$ Thousand),96016.632,114074.352,121794.944,112059.432,104757.256,143503.696,147997.744,134958.416,140996.544,112378.062,90799.22,108745.604,60392.353,80676.676,98059.784,107156.226,75117.385,114275.347,23736.88,60063.095,52346.333,52453.255,13887.943,67174.278,69000.482,24423.829,48984.863,79062.467
